Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Spending,cluster_purchase_behavior
28,22,2,31,7,4,5,71,0
49,690,117,499,76,102,88,1572,1
84,43,5,28,7,6,33,122,0
38,27,0,10,0,0,4,41,0
53,6,0,3,0,0,1,10,0
88,205,7,41,3,2,46,304,0
99,24,0,8,0,1,4,37,0
12,667,50,850,21,83,83,1754,3
35,691,7,61,10,0,46,815,2
5,493,26,206,116,80,80,1001,2
77,493,70,324,146,40,84,1157,1
45,494,5,82,7,0,100,688,2
71,621,73,414,78,48,85,1319,3
40,9,0,5,0,0,7,21,0
82,1,6,2,8,2,12,31,0
70,12,4,19,12,6,14,67,0
87,243,131,217,85,6,26,708,2
95,11,1,4,2,0,7,25,0
72,532,21,127,26,20,20,746,2
5,29,0,2,0,0,1,32,0
86,612,91,520,258,107,107,1695,1
80,387,126,342,0,45,180,1080,1
62,56,0,14,0,0,2,72,0
49,6,8,19,16,4,4,57,0
85,582,0,65,0,0,13,660,0
7,6,17,16,6,16,42,103,0
6,70,6,69,2,3,3,153,0
25,962,12,194,16,24,12,1220,2
55,112,10,107,30,0,20,279,0
81,293,0,124,179,97,52,745,1
98,199,12,31,3,12,7,264,0
31,1060,61,835,80,20,101,2157,3
30,940,44,396,0,88,58,1526,3
98,44,2,11,2,3,7,69,0
92,342,51,936,207,35,26,1597,3
41,2,10,11,12,9,20,64,0
68,75,12,141,43,39,187,497,2
78,520,20,367,39,81,40,1067,3
46,5,3,9,6,2,6,31,0
71,87,5,71,7,12,29,211,0
6,462,61,184,10,53,107,877,2
82,2,2,1,3,1,2,11,0
71,979,44,935,29,25,22,2034,3
32,704,129,853,120,74,111,1991,1
28,861,31,558,62,95,79,1686,3
20,172,3,115,16,0,18,324,0
10,5,7,31,15,4,7,69,0
7,194,2,56,0,0,0,252,0
67,9,7,13,3,2,20,54,0
48,505,72,270,36,27,54,964,2
61,533,10,217,198,174,195,1327,1
36,48,0,14,0,0,6,68,0
77,6,1,7,23,4,19,60,0
90,18,2,10,0,0,25,55,0
35,482,147,509,104,107,107,1456,1
38,204,97,97,21,118,26,563,2
46,1073,0,250,153,14,14,1504,3
33,245,16,223,21,43,16,564,2
70,560,21,442,29,44,29,1125,3
51,173,13,131,32,3,6,358,0
18,22,1,11,0,5,3,42,0
97,136,1,12,0,3,32,184,0
32,275,0,86,10,23,66,460,2
9,56,19,29,2,14,25,145,0
6,303,23,751,82,26,191,1376,3
80,708,7,62,0,0,15,792,2
74,324,132,693,27,118,88,1382,1
49,1,5,3,7,4,8,28,0
21,620,26,195,34,17,141,1033,2
95,312,21,206,102,92,149,882,1
56,1493,86,454,112,43,43,2231,3
48,918,21,118,13,10,21,1101,2
26,98,0,106,49,10,106,369,2
3,3,4,7,15,8,11,48,0
39,380,0,47,6,0,34,467,0
33,15,0,12,7,3,7,44,0
42,3,9,4,7,8,7,38,0
80,24,2,23,0,8,24,81,0
9,80,1,60,4,6,16,167,0
52,31,0,6,2,1,5,45,0
78,138,120,204,16,126,60,664,1
68,166,75,96,119,107,59,622,1
45,12,3,8,8,0,17,48,0
47,178,3,85,71,66,58,461,2
34,707,20,171,65,60,50,1073,2
81,5,1,7,17,14,11,55,0
72,465,71,250,93,35,62,976,2
23,16,1,2,0,0,1,20,0
29,358,108,413,141,97,32,1149,1
80,1,9,7,2,14,10,43,0
30,123,1,26,2,0,72,224,0
15,40,3,30,10,7,11,101,0
86,102,9,63,2,9,24,209,0
68,347,44,534,17,0,26,968,2
54,376,53,462,168,53,53,1165,1
44,21,0,3,0,0,0,24,0
7,194,2,56,0,0,0,252,0
87,64,4,68,7,5,17,165,0
59,206,0,46,3,2,12,269,0
16,71,0,18,0,0,13,102,0
1,71,22,112,138,89,29,461,2
64,0,4,7,11,10,15,47,0
72,93,1,21,0,4,25,144,0
98,920,138,168,36,46,30,1338,3
91,653,17,170,34,26,17,917,2
8,199,33,60,8,3,15,318,0
20,153,4,56,0,9,31,253,0
6,376,0,38,11,8,69,502,2
54,46,0,30,12,1,30,119,0
72,600,21,128,223,150,128,1250,1
46,425,115,292,23,35,79,969,2
11,18,6,15,12,8,17,76,0
21,52,0,9,0,0,1,62,0
89,734,22,350,151,25,100,1382,3
82,34,6,21,11,4,8,84,0
69,135,1,41,10,1,67,255,0
55,11,0,10,0,2,20,43,0
13,163,48,90,0,45,52,398,2
80,29,3,30,3,2,9,76,0
97,734,26,70,11,44,17,902,2
27,340,21,134,258,14,56,823,1
99,453,38,279,188,38,183,1179,1
87,1073,0,629,145,37,37,1921,3
85,135,0,10,0,4,36,185,0
30,231,7,137,4,15,39,433,0
82,18,0,5,0,0,11,34,0
21,620,16,165,0,24,82,907,2
92,81,4,33,5,2,291,416,2
95,12,4,2,10,6,10,44,0
2,292,51,981,224,23,17,1588,3
74,965,34,586,89,86,37,1797,3
49,27,2,10,0,0,1,40,0
71,777,30,163,0,51,122,1143,2
72,572,8,232,23,62,17,914,2
68,438,169,565,91,169,70,1502,1
4,531,69,300,150,138,150,1338,1
80,17,0,9,0,0,1,27,0
15,402,35,106,101,77,42,763,2
70,503,27,419,90,139,153,1331,1
91,369,9,87,12,14,34,525,0
10,5,0,3,0,0,1,9,0
99,362,17,398,80,35,61,953,2
25,56,0,9,0,0,3,68,0
34,79,1,31,4,4,12,131,0
57,387,84,141,73,35,162,882,2
84,367,17,241,104,188,232,1149,1
51,15,0,11,0,2,9,37,0
97,267,6,54,8,3,50,388,0
13,298,27,697,216,24,166,1428,1
92,674,92,736,39,0,92,1633,3
30,16,14,36,37,22,48,173,0
30,37,4,24,16,9,9,99,0
11,159,0,22,2,1,31,215,0
72,686,17,142,23,26,35,929,2
39,97,3,66,12,7,34,219,0
0,63,6,57,13,13,22,174,0
15,56,5,24,4,0,3,92,0
12,209,19,456,160,142,66,1052,1
56,198,2,43,0,12,20,275,0
39,313,15,47,20,0,192,587,2
55,941,14,397,76,58,176,1662,3
60,86,4,56,2,4,7,159,0
73,167,48,602,63,72,72,1024,3
90,8,3,19,0,2,3,35,0
86,389,66,408,37,57,85,1042,2
37,239,7,119,4,15,11,395,0
7,179,21,273,0,21,63,557,2
29,5,0,1,1,1,1,9,0
19,2,6,28,13,4,16,69,0
14,383,0,53,6,4,40,486,0
72,2,8,8,6,1,9,34,0
56,536,27,590,38,107,67,1365,3
85,2,1,4,3,1,2,13,0
62,322,53,899,34,40,53,1401,3
1,539,169,816,20,0,30,1574,3
28,712,50,420,65,38,38,1323,3
70,1121,0,72,0,12,12,1217,2
84,68,1,13,3,5,13,103,0
89,36,4,18,6,2,18,84,0
73,707,44,603,95,58,29,1536,3
42,174,77,203,6,24,97,581,2
16,666,35,124,69,8,26,928,2
16,0,0,0,6,2,6,14,0
56,162,50,100,55,30,27,424,0
65,407,70,239,103,88,53,960,1
10,823,25,459,124,29,95,1555,3
13,488,23,71,15,0,59,656,2
78,28,0,13,4,2,8,55,0
51,3,2,10,3,0,2,20,0
27,284,0,52,8,3,20,367,0
30,938,142,754,159,81,183,2257,1
71,13,2,15,2,2,8,42,0
97,412,172,153,150,105,57,1049,1
83,31,1,8,0,0,8,48,0
3,502,19,132,0,6,26,685,2
71,18,10,3,3,5,0,39,0
3,1,8,6,4,8,16,43,0
15,100,71,243,108,94,219,835,1
52,407,114,445,181,165,203,1515,1
8,664,9,240,50,19,57,1039,2
89,1045,61,338,60,46,46,1596,3
66,1218,107,304,23,143,33,1828,3
22,15,0,6,0,1,12,34,0
56,128,0,16,0,1,4,149,0
74,581,49,157,43,8,108,946,2
48,6,3,12,6,1,0,28,0
67,185,8,133,56,56,12,450,0
24,22,1,9,0,0,14,46,0
67,584,100,835,65,83,35,1702,3
38,355,30,177,90,138,30,820,1
86,175,10,110,54,6,27,382,0
90,864,134,768,150,38,172,2126,1
87,957,153,612,99,95,153,2069,1
62,25,6,16,20,0,5,72,0
23,641,7,56,0,0,28,732,2
99,273,86,208,177,14,43,801,1
29,122,21,43,25,10,15,236,0
52,1,4,10,29,0,36,80,0
90,1020,31,430,62,63,79,1685,3
9,6,2,3,1,262,3,277,2
71,378,14,68,19,14,14,507,0
13,42,1,18,3,0,4,68,0
16,15,5,14,0,4,11,49,0
94,272,7,80,20,7,11,397,0
77,9,1,24,2,1,2,39,0
20,279,0,18,0,0,9,306,0
51,398,61,265,138,61,53,976,1
81,637,47,237,12,19,76,1028,2
71,45,0,16,2,1,6,70,0
36,21,1,9,7,3,5,46,0
95,15,4,13,0,0,19,51,0
32,493,183,352,184,23,28,1263,1
32,957,40,175,158,53,107,1490,1
85,829,138,430,60,92,15,1564,3
93,1017,50,500,65,50,133,1815,3
24,953,0,71,0,0,174,1198,2
44,159,0,120,0,0,137,416,2
15,32,0,8,23,4,18,85,0
82,23,0,15,0,2,7,47,0
27,18,42,24,15,20,18,137,0
72,15,0,4,0,0,2,21,0
7,23,4,5,10,5,23,70,0
57,200,193,100,46,185,185,909,1
84,1324,27,119,71,108,27,1676,3
53,1193,33,281,129,66,33,1735,3
48,505,137,401,104,22,22,1191,1
2,2,4,9,0,4,5,24,0
65,1103,0,45,0,0,34,1182,2
45,353,61,753,40,46,27,1280,3
42,652,48,350,94,84,108,1336,1
29,379,6,157,25,91,91,749,2
83,46,4,36,2,2,1,91,0
93,162,31,127,8,17,69,414,0
40,8,3,19,3,3,8,44,0
47,17,3,18,3,4,18,63,0
50,340,108,185,130,38,100,901,1
40,8,4,15,3,5,3,38,0
3,154,22,202,39,30,8,455,0
62,710,15,30,20,0,0,775,2
25,8,2,4,0,0,1,15,0
48,2,2,4,13,13,4,38,0
56,1050,14,322,0,14,112,1512,2
68,19,1,14,3,2,4,43,0
64,22,0,6,6,2,6,42,0
67,274,83,216,151,141,224,1089,1
94,68,6,38,3,6,41,162,0
82,344,45,654,104,11,114,1272,3
3,145,193,459,205,26,145,1173,1
24,217,38,350,111,85,15,816,1
54,18,7,34,10,2,3,74,0
20,69,8,26,12,7,12,134,0
96,144,0,7,0,0,6,157,0
19,256,34,103,90,29,49,561,2
60,483,72,567,94,12,108,1336,3
2,1285,105,653,28,21,0,2092,3
13,338,4,89,11,8,13,463,0
37,605,10,345,84,54,32,1130,2
59,8,0,7,3,1,1,20,0
55,172,41,86,45,6,27,377,0
60,448,71,951,40,17,17,1544,3
48,67,4,32,17,2,16,138,0
38,512,53,98,81,179,89,1012,1
8,1462,16,128,0,0,160,1766,2
19,20,0,14,7,3,1,45,0
32,50,4,44,10,10,43,161,0
27,102,1,15,2,0,24,144,0
58,499,149,815,173,49,49,1734,1
59,381,35,172,56,86,93,823,2
29,631,43,239,128,76,21,1138,3
60,526,80,553,123,94,53,1429,1
41,913,26,376,17,26,13,1371,3
27,673,0,199,37,47,26,982,2
28,23,0,9,0,0,12,44,0
8,199,33,60,8,3,15,318,0
18,261,23,73,4,23,50,434,0
76,111,16,37,7,9,18,198,0
0,16,4,12,2,4,321,359,2
32,63,151,137,153,19,53,576,1
2,58,0,18,2,0,10,88,0
16,29,1,17,0,3,13,63,0
56,3,2,12,0,1,9,27,0
97,28,34,62,11,14,44,193,0
15,40,3,30,10,7,11,101,0
35,879,143,797,106,143,143,2211,1
3,62,1,44,6,5,22,140,0
49,280,7,81,20,0,27,415,0
4,9,0,6,3,1,3,22,0
45,182,4,33,0,2,42,263,0
37,83,2,101,64,26,117,393,2
39,38,15,54,3,8,29,147,0
38,228,19,130,4,11,51,443,0
8,1092,37,592,145,37,55,1958,3
89,85,15,27,13,13,21,174,0
47,1276,24,746,94,29,48,2217,3
75,1017,33,417,108,100,16,1691,3
86,6,2,9,2,1,5,25,0
4,448,21,125,52,101,62,809,2
73,504,23,117,179,28,44,895,2
46,226,22,133,41,31,31,484,0
38,239,3,141,0,7,23,413,0
73,90,38,67,33,36,67,331,0
66,7,2,8,3,2,3,25,0
36,4,2,5,2,0,0,13,0
29,16,17,19,20,21,22,115,0
29,10,3,3,0,0,0,16,0
6,68,0,16,0,0,8,92,0
97,35,0,13,2,0,2,52,0
61,575,80,428,208,93,80,1464,1
68,315,0,31,4,0,91,441,2
73,182,2,49,17,13,20,283,0
90,561,14,113,10,14,35,747,2
81,587,51,932,180,34,86,1870,3
1,94,1,33,13,12,12,165,0
79,908,43,735,40,194,21,1941,3
92,228,122,122,208,129,30,839,1
31,995,112,417,42,48,41,1655,3
46,11,1,2,2,1,6,23,0
14,3,3,14,15,21,10,66,0
89,12,1,16,4,1,3,37,0
31,17,0,2,0,0,2,21,0
75,8,0,5,0,3,6,22,0
42,22,4,17,12,10,13,78,0
53,14,10,29,4,7,15,79,0
53,106,27,68,52,7,5,265,0
23,820,57,242,45,0,11,1175,2
57,753,43,226,69,10,204,1305,2
49,13,3,17,7,3,3,46,0
6,9,1,3,0,4,8,25,0
29,19,3,6,4,2,12,46,0
5,520,8,223,32,49,42,874,2
98,5,17,17,13,14,34,100,0
80,618,44,215,0,17,36,930,2
4,315,35,322,46,7,143,868,2
70,15,1,23,0,5,1,45,0
32,384,60,364,119,101,232,1260,1
82,110,29,92,28,10,145,414,2
27,208,17,76,36,17,38,392,0
94,555,82,257,93,61,61,1109,1
23,240,90,216,63,6,24,639,2
97,11,0,36,15,5,12,79,0
25,848,154,323,201,61,78,1665,1
92,202,47,197,55,42,149,692,2
98,433,89,650,16,102,102,1392,3
19,6,6,15,10,5,2,44,0
80,37,0,7,3,0,3,50,0
80,167,37,64,49,34,116,467,2
79,45,7,99,4,25,43,223,0
50,129,0,21,0,1,7,158,0
60,713,0,264,120,80,34,1211,3
44,676,161,426,210,44,58,1575,1
0,450,26,535,73,98,26,1208,3
28,22,2,12,0,2,5,43,0
35,367,4,51,6,4,95,527,2
49,526,35,214,69,53,35,932,2
46,51,0,16,0,0,4,71,0
97,25,0,11,3,0,15,54,0
51,28,6,27,12,17,39,129,0
80,958,159,447,20,0,31,1615,3
10,532,88,168,69,44,133,1034,2
29,724,17,143,0,8,196,1088,2
52,375,42,48,94,66,96,721,2
74,39,0,56,20,8,14,137,0
82,23,0,15,0,2,7,47,0
54,587,54,348,71,54,130,1244,3
93,29,1,11,0,0,0,41,0
63,757,80,217,29,80,11,1174,3
92,544,35,133,23,151,107,993,2
40,40,15,15,17,6,7,100,0
70,1245,33,332,21,33,16,1680,3
96,19,1,20,16,14,28,98,0
81,16,3,15,2,1,11,48,0
63,376,4,94,12,9,24,519,0
85,184,178,178,103,39,33,715,1
51,15,0,11,0,2,9,37,0
23,124,83,267,85,59,35,653,2
95,627,120,414,121,80,93,1455,1
11,180,60,241,13,54,54,602,2
42,14,0,4,0,0,8,26,0
77,3,3,24,34,7,31,102,0
82,71,1,16,0,0,9,97,0
83,161,0,22,0,0,24,207,0
40,8,26,46,38,9,49,176,0
95,264,0,21,12,6,147,450,2
32,293,6,23,13,6,92,433,2
48,758,12,385,33,89,89,1366,3
75,532,126,490,164,126,126,1564,1
24,656,38,161,62,47,37,1001,2
61,196,25,607,67,17,49,961,3
6,835,73,380,114,73,43,1518,3
16,16,11,15,2,0,12,56,0
39,9,1,5,2,1,4,22,0
2,229,7,140,10,3,11,400,0
49,0,1,4,15,1,5,26,0
31,121,24,124,24,15,42,350,0
58,471,102,125,212,61,245,1216,1
5,520,8,223,32,49,42,874,2
90,26,1,10,2,0,1,40,0
47,240,132,445,250,192,108,1367,1
25,178,4,26,8,4,44,264,0
60,1486,55,278,49,0,185,2053,3
67,1115,12,128,33,12,76,1376,2
40,29,0,8,2,0,6,45,0
63,529,0,356,63,28,0,976,2
1,13,3,8,7,4,16,51,0
89,934,24,230,16,24,36,1264,2
40,2,7,11,16,12,27,75,0
5,4,12,5,3,16,17,57,0
3,62,1,44,6,5,22,140,0
1,158,35,179,0,0,125,497,2
24,173,2,39,3,2,47,266,0
89,830,59,968,51,79,19,2006,3
48,189,10,253,56,43,64,615,2
31,728,17,133,11,8,124,1021,2
68,7,2,9,2,0,2,22,0
46,35,4,17,7,6,64,133,0
92,188,3,180,20,3,43,437,0
80,742,28,152,25,9,57,1013,2
16,0,7,5,26,2,17,57,0
50,750,71,174,13,10,20,1038,2
93,816,42,450,55,56,154,1573,3
51,5,2,8,2,2,9,28,0
24,37,5,56,12,8,5,123,0
79,4,0,4,0,0,5,13,0
26,99,2,11,4,0,16,132,0
86,176,72,98,136,21,229,732,1
68,54,0,10,0,0,2,66,0
98,997,15,414,99,30,76,1631,3
34,356,0,107,19,9,117,608,2
60,1311,0,359,46,89,17,1822,3
3,890,63,292,0,25,12,1282,2
65,4,0,2,0,0,2,8,0
83,17,0,14,7,3,2,43,0
64,960,0,883,50,38,0,1931,3
85,2,1,2,1,1,1,8,0
69,1,3,2,20,30,47,103,0
48,240,67,500,199,0,163,1169,1
21,301,11,61,4,7,11,395,0
30,154,0,50,6,11,37,258,0
39,2,3,6,4,1,9,25,0
76,104,12,48,4,12,5,185,0
11,70,3,37,4,2,64,180,0
26,2,0,9,3,6,2,22,0
34,23,2,11,3,1,4,44,0
72,43,4,12,8,0,27,94,0
13,4,24,11,16,1,25,81,0
58,654,7,92,0,15,30,798,2
12,912,72,170,47,36,97,1334,2
23,25,0,8,0,1,4,38,0
33,24,4,22,0,2,9,61,0
30,141,11,114,15,14,5,300,0
15,71,0,13,3,1,0,88,0
25,35,1,16,0,1,1,54,0
4,496,32,849,229,48,128,1782,1
80,9,9,11,13,10,16,68,0
30,154,0,50,6,11,37,258,0
6,9,1,5,4,5,7,31,0
16,26,3,23,4,7,3,66,0
57,77,8,44,10,10,25,174,0
9,11,2,7,4,2,2,28,0
59,576,7,115,19,7,7,731,2
78,89,15,89,34,42,5,274,0
90,1013,30,399,60,46,153,1701,3
74,224,12,48,4,12,12,312,0
10,200,19,111,50,15,19,414,0
63,570,73,614,133,102,73,1565,1
13,1,3,3,8,1,13,29,0
98,62,1,20,4,0,7,94,0
4,531,69,300,150,138,150,1338,1
94,162,28,818,0,28,56,1092,3
91,675,144,133,94,192,241,1479,1
66,23,4,10,0,2,15,54,0
14,492,5,32,13,5,21,568,0
77,918,10,129,13,0,129,1199,2
41,224,155,155,192,93,54,873,1
21,572,19,286,50,38,248,1213,2
25,626,0,70,0,7,28,731,2
2,1074,37,518,193,92,129,2043,1
51,741,68,689,224,68,103,1893,1
3,322,3,50,4,3,42,424,0
32,254,10,44,30,10,227,575,2
84,116,6,82,6,6,41,257,0
49,22,2,18,0,2,12,56,0
69,516,0,21,0,0,5,542,0
96,14,36,11,3,26,35,125,0
23,2,8,10,12,14,23,69,0
18,28,0,9,3,0,0,40,0
8,530,142,217,62,9,56,1016,1
21,519,50,167,130,0,41,907,2
60,611,76,749,59,45,26,1566,3
48,240,67,500,199,0,163,1169,1
36,4,9,12,11,2,8,46,0
36,671,47,655,145,111,15,1644,3
63,23,1,7,0,4,24,59,0
2,9,1,2,3,2,0,17,0
38,556,54,845,202,133,63,1853,1
61,833,80,363,52,26,174,1528,3
52,12,0,13,4,2,4,35,0
25,56,7,48,10,2,18,141,0
63,293,8,124,11,4,106,546,2
10,297,0,38,13,0,152,500,2
65,39,1,16,2,0,3,61,0
71,5,11,16,21,8,45,106,0
0,266,21,300,65,8,44,704,2
3,322,3,50,4,3,42,424,0
88,366,124,156,71,78,54,849,1
15,32,0,8,23,4,18,85,0
80,158,0,23,0,0,18,199,0
17,269,129,495,182,43,29,1147,1
76,41,0,10,0,0,3,54,0
52,3,3,3,15,4,15,43,0
28,33,0,5,0,0,15,53,0
31,302,29,131,32,0,27,521,0
42,519,71,860,93,27,53,1623,3
24,23,2,17,2,1,0,45,0
42,594,51,631,72,55,32,1435,3
12,12,4,7,1,3,5,32,0
88,4,2,5,0,0,5,16,0
67,18,3,19,3,3,6,52,0
54,332,194,377,149,125,57,1234,1
40,5,1,8,0,0,1,15,0
73,171,3,129,26,24,62,415,0
81,270,31,88,11,48,22,470,0
12,712,26,538,69,13,80,1438,3
7,2,8,11,3,8,21,53,0
33,21,12,12,0,3,3,51,0
24,580,6,58,8,0,27,679,2
55,368,24,68,38,0,88,586,2
87,457,5,106,15,17,53,653,2
39,229,7,137,4,0,91,468,2
53,32,2,1607,12,4,22,1679,3
9,3,2,8,20,0,17,50,0
82,24,3,26,7,1,23,84,0
71,853,10,143,13,10,20,1049,2
50,5,1,6,3,4,3,22,0
23,9,14,18,8,1,12,62,0
81,3,3,7,6,2,9,30,0
46,709,43,182,42,118,247,1341,1
56,406,0,30,0,0,8,444,0
91,908,48,217,32,12,24,1241,2
8,428,30,214,80,30,61,843,2
40,84,3,61,2,1,21,172,0
