Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Spending
48,344,35,178,15,23,17,612
86,22,3,30,0,5,15,75
73,247,161,295,210,85,47,1045
36,38,0,12,3,1,1,55
34,896,10,101,13,10,34,1064
16,931,56,253,91,98,14,1443
48,758,12,385,33,89,89,1366
61,216,9,57,20,9,125,436
54,2,3,10,11,2,10,38
56,244,15,108,4,15,50,436
74,539,6,91,8,6,97,747
35,1181,26,120,17,13,39,1396
65,750,8,125,11,8,26,928
48,306,5,109,21,109,92,642
88,350,104,189,197,151,57,1048
19,331,197,170,58,152,35,943
21,620,16,165,0,24,82,907
27,434,137,400,45,137,45,1198
86,57,0,27,0,0,36,120
92,811,76,428,99,137,107,1658
1,423,42,706,73,197,197,1638
14,2,12,10,6,13,30,73
74,60,51,87,6,20,51,275
84,675,0,85,10,7,77,854
4,30,8,12,8,8,12,78
50,40,1,40,4,3,18,106
2,3,17,26,20,1,39,106
73,910,111,724,49,74,55,1923
21,252,98,827,219,70,196,1662
82,34,6,21,11,4,8,84
14,19,3,19,3,1,3,48
56,2,1,1,0,0,1,5
20,490,0,184,10,28,21,733
54,332,194,377,149,125,57,1234
77,53,8,17,13,0,21,112
5,784,48,560,42,176,48,1658
65,7,11,3,10,4,20,55
33,1171,43,219,19,14,47,1513
65,215,7,33,3,0,13,271
41,674,62,134,0,26,8,904
86,57,0,27,0,0,36,120
92,5,36,7,0,10,45,103
97,104,20,101,24,15,5,269
91,9,0,7,2,0,4,22
0,431,82,441,80,20,102,1156
59,1000,0,76,0,0,10,1086
4,448,40,469,80,0,91,1128
5,33,4,24,4,2,5,72
48,505,72,270,36,27,54,964
99,267,38,701,149,165,63,1383
81,14,0,3,0,0,1,18
95,631,0,115,10,7,30,793
43,65,4,16,0,4,11,100
5,10,12,12,25,1,20,80
50,51,4,50,12,1,49,167
76,293,35,179,46,59,65,677
46,11,1,2,2,1,6,23
68,50,1,27,6,7,1,92
33,173,26,255,35,71,81,641
50,423,184,368,13,97,21,1106
85,292,30,415,63,33,200,1033
63,757,80,217,29,80,11,1174
89,12,1,6,0,1,5,25
81,167,2,44,6,2,19,240
77,3,1,3,8,0,5,20
50,30,5,22,8,9,28,102
10,532,88,168,69,44,133,1034
30,29,12,59,19,1,36,156
66,411,0,26,0,0,21,458
16,5,3,4,4,1,0,17
12,71,99,278,185,121,38,792
30,46,0,40,3,0,3,92
8,268,11,88,15,3,22,407
93,928,63,254,0,12,12,1269
14,459,15,171,142,23,31,841
53,483,0,108,0,6,36,633
26,733,9,180,12,19,66,1019
23,1006,22,115,59,68,45,1315
92,34,1,14,0,0,5,54
29,1156,120,915,94,144,96,2525
41,7,4,23,7,0,11,52
56,244,15,108,4,15,50,436
19,233,0,23,0,0,12,268
4,35,3,67,10,8,24,147
89,1252,0,465,46,35,0,1798
71,34,4,66,3,10,20,137
81,255,43,134,37,14,24,507
31,8,1,5,0,0,1,15
53,368,32,639,13,43,10,1105
78,255,47,573,52,32,15,974
80,33,8,10,2,10,3,66
18,163,23,424,27,65,76,778
37,15,0,8,4,2,20,49
52,45,12,52,25,22,13,169
39,48,58,68,16,66,43,299
11,158,6,45,8,2,2,221
33,754,160,625,63,32,48,1682
22,108,1,28,13,1,4,155
83,199,66,315,97,174,41,892
43,2,7,5,2,15,27,58
74,202,5,74,11,5,14,311
54,85,0,3,0,0,7,95
3,322,3,50,4,3,42,424
96,18,2,19,0,2,6,47
68,141,8,129,3,11,47,339
2,739,107,309,140,80,35,1410
40,18,0,6,3,3,5,35
64,378,0,88,19,4,73,562
26,1083,108,649,253,151,108,2352
69,1016,12,215,16,12,63,1334
57,23,1,6,0,0,2,32
78,12,1,21,2,2,3,41
71,35,0,4,0,0,0,39
59,548,31,422,0,112,28,1141
28,342,32,230,34,32,40,710
61,365,3,15,4,3,11,401
22,397,19,69,12,0,9,506
95,456,19,832,75,118,38,1538
38,5,6,15,11,7,13,57
19,836,185,575,24,25,77,1722
92,100,2,128,23,7,10,270
24,10,0,10,3,1,7,31
21,238,115,215,169,69,76,882
35,6,0,5,2,1,2,16
9,158,11,99,15,11,17,311
23,86,12,75,33,15,6,227
92,856,0,76,12,9,199,1152
55,98,1,17,0,1,5,122
14,4,16,20,0,17,20,77
78,398,96,447,220,96,32,1289
64,313,8,104,6,4,126,561
49,109,18,16,24,26,18,211
8,216,2,6,0,0,9,233
35,595,71,153,120,112,41,1092
11,123,133,142,71,44,88,601
8,16,0,23,3,2,10,54
53,11,12,35,3,5,12,78
36,410,112,420,0,82,71,1095
64,159,2,51,6,2,24,244
43,105,0,10,0,1,0,116
40,5,1,8,0,0,1,15
52,269,15,69,15,19,38,425
11,629,0,70,0,0,35,734
21,443,5,71,21,16,82,638
23,217,77,373,111,23,93,894
17,24,1,10,2,0,4,41
6,9,1,5,4,5,7,31
56,8,0,14,2,3,7,34
71,1459,0,61,0,15,215,1750
51,230,48,214,13,32,75,612
94,1,3,6,10,0,9,29
27,340,21,134,258,14,56,823
1,7,1,6,0,3,3,20
56,298,7,68,4,0,19,396
71,479,35,179,28,7,85,813
18,267,140,599,34,12,127,1179
48,67,4,32,17,2,16,138
86,3,1,8,23,2,18,55
48,980,37,265,35,163,31,1511
2,50,4,28,6,3,26,117
13,1,0,1725,2,1,1,1730
57,19,0,5,0,0,8,32
77,30,5,23,4,1,4,67
0,213,9,76,4,3,30,335
57,539,30,92,80,46,38,825
24,284,16,160,84,16,134,694
55,1003,34,536,134,51,34,1792
62,239,13,143,45,4,52,496
89,51,23,82,33,0,42,231
77,527,24,230,32,24,65,902
45,19,5,12,10,3,19,68
46,40,2,15,8,0,6,71
80,21,8,20,15,3,9,76
60,593,30,91,29,22,7,772
71,21,5,3,10,1,7,47
43,1181,107,199,39,30,30,1586
97,1004,59,265,115,59,27,1529
49,202,2,46,3,2,10,265
66,446,107,768,33,196,53,1603
20,1184,102,673,52,40,40,2091
54,390,22,323,104,35,107,981
61,726,53,363,123,107,161,1533
18,8,8,22,24,11,9,82
45,50,15,110,39,15,15,244
26,1,1,4,11,9,10,36
0,308,0,73,0,0,23,404
28,22,2,31,7,4,5,71
49,690,117,499,76,102,88,1572
84,43,5,28,7,6,33,122
38,27,0,10,0,0,4,41
53,6,0,3,0,0,1,10
88,205,7,41,3,2,46,304
99,24,0,8,0,1,4,37
12,667,50,850,21,83,83,1754
35,691,7,61,10,0,46,815
5,493,26,206,116,80,80,1001
77,493,70,324,146,40,84,1157
45,494,5,82,7,0,100,688
71,621,73,414,78,48,85,1319
40,9,0,5,0,0,7,21
82,1,6,2,8,2,12,31
70,12,4,19,12,6,14,67
87,243,131,217,85,6,26,708
95,11,1,4,2,0,7,25
72,532,21,127,26,20,20,746
5,29,0,2,0,0,1,32
86,612,91,520,258,107,107,1695
80,387,126,342,0,45,180,1080
62,56,0,14,0,0,2,72
49,6,8,19,16,4,4,57
85,582,0,65,0,0,13,660
7,6,17,16,6,16,42,103
6,70,6,69,2,3,3,153
25,962,12,194,16,24,12,1220
55,112,10,107,30,0,20,279
81,293,0,124,179,97,52,745
98,199,12,31,3,12,7,264
31,1060,61,835,80,20,101,2157
30,940,44,396,0,88,58,1526
98,44,2,11,2,3,7,69
92,342,51,936,207,35,26,1597
41,2,10,11,12,9,20,64
68,75,12,141,43,39,187,497
78,520,20,367,39,81,40,1067
46,5,3,9,6,2,6,31
71,87,5,71,7,12,29,211
6,462,61,184,10,53,107,877
82,2,2,1,3,1,2,11
71,979,44,935,29,25,22,2034
32,704,129,853,120,74,111,1991
28,861,31,558,62,95,79,1686
20,172,3,115,16,0,18,324
10,5,7,31,15,4,7,69
7,194,2,56,0,0,0,252
67,9,7,13,3,2,20,54
48,505,72,270,36,27,54,964
61,533,10,217,198,174,195,1327
36,48,0,14,0,0,6,68
77,6,1,7,23,4,19,60
90,18,2,10,0,0,25,55
35,482,147,509,104,107,107,1456
38,204,97,97,21,118,26,563
46,1073,0,250,153,14,14,1504
33,245,16,223,21,43,16,564
70,560,21,442,29,44,29,1125
51,173,13,131,32,3,6,358
18,22,1,11,0,5,3,42
97,136,1,12,0,3,32,184
32,275,0,86,10,23,66,460
9,56,19,29,2,14,25,145
6,303,23,751,82,26,191,1376
80,708,7,62,0,0,15,792
74,324,132,693,27,118,88,1382
49,1,5,3,7,4,8,28
21,620,26,195,34,17,141,1033
95,312,21,206,102,92,149,882
56,1493,86,454,112,43,43,2231
48,918,21,118,13,10,21,1101
26,98,0,106,49,10,106,369
3,3,4,7,15,8,11,48
39,380,0,47,6,0,34,467
33,15,0,12,7,3,7,44
42,3,9,4,7,8,7,38
80,24,2,23,0,8,24,81
9,80,1,60,4,6,16,167
52,31,0,6,2,1,5,45
78,138,120,204,16,126,60,664
68,166,75,96,119,107,59,622
45,12,3,8,8,0,17,48
47,178,3,85,71,66,58,461
34,707,20,171,65,60,50,1073
81,5,1,7,17,14,11,55
72,465,71,250,93,35,62,976
23,16,1,2,0,0,1,20
29,358,108,413,141,97,32,1149
80,1,9,7,2,14,10,43
30,123,1,26,2,0,72,224
15,40,3,30,10,7,11,101
86,102,9,63,2,9,24,209
68,347,44,534,17,0,26,968
54,376,53,462,168,53,53,1165
44,21,0,3,0,0,0,24
7,194,2,56,0,0,0,252
87,64,4,68,7,5,17,165
59,206,0,46,3,2,12,269
16,71,0,18,0,0,13,102
1,71,22,112,138,89,29,461
64,0,4,7,11,10,15,47
72,93,1,21,0,4,25,144
98,920,138,168,36,46,30,1338
91,653,17,170,34,26,17,917
8,199,33,60,8,3,15,318
20,153,4,56,0,9,31,253
6,376,0,38,11,8,69,502
54,46,0,30,12,1,30,119
72,600,21,128,223,150,128,1250
46,425,115,292,23,35,79,969
11,18,6,15,12,8,17,76
21,52,0,9,0,0,1,62
89,734,22,350,151,25,100,1382
82,34,6,21,11,4,8,84
69,135,1,41,10,1,67,255
55,11,0,10,0,2,20,43
13,163,48,90,0,45,52,398
80,29,3,30,3,2,9,76
97,734,26,70,11,44,17,902
27,340,21,134,258,14,56,823
99,453,38,279,188,38,183,1179
87,1073,0,629,145,37,37,1921
85,135,0,10,0,4,36,185
30,231,7,137,4,15,39,433
82,18,0,5,0,0,11,34
21,620,16,165,0,24,82,907
92,81,4,33,5,2,291,416
95,12,4,2,10,6,10,44
2,292,51,981,224,23,17,1588
74,965,34,586,89,86,37,1797
49,27,2,10,0,0,1,40
71,777,30,163,0,51,122,1143
72,572,8,232,23,62,17,914
68,438,169,565,91,169,70,1502
4,531,69,300,150,138,150,1338
80,17,0,9,0,0,1,27
15,402,35,106,101,77,42,763
70,503,27,419,90,139,153,1331
91,369,9,87,12,14,34,525
10,5,0,3,0,0,1,9
99,362,17,398,80,35,61,953
25,56,0,9,0,0,3,68
34,79,1,31,4,4,12,131
57,387,84,141,73,35,162,882
84,367,17,241,104,188,232,1149
51,15,0,11,0,2,9,37
97,267,6,54,8,3,50,388
13,298,27,697,216,24,166,1428
92,674,92,736,39,0,92,1633
30,16,14,36,37,22,48,173
30,37,4,24,16,9,9,99
11,159,0,22,2,1,31,215
72,686,17,142,23,26,35,929
39,97,3,66,12,7,34,219
0,63,6,57,13,13,22,174
15,56,5,24,4,0,3,92
12,209,19,456,160,142,66,1052
56,198,2,43,0,12,20,275
39,313,15,47,20,0,192,587
55,941,14,397,76,58,176,1662
60,86,4,56,2,4,7,159
73,167,48,602,63,72,72,1024
90,8,3,19,0,2,3,35
86,389,66,408,37,57,85,1042
37,239,7,119,4,15,11,395
7,179,21,273,0,21,63,557
29,5,0,1,1,1,1,9
19,2,6,28,13,4,16,69
14,383,0,53,6,4,40,486
72,2,8,8,6,1,9,34
56,536,27,590,38,107,67,1365
85,2,1,4,3,1,2,13
62,322,53,899,34,40,53,1401
1,539,169,816,20,0,30,1574
28,712,50,420,65,38,38,1323
70,1121,0,72,0,12,12,1217
84,68,1,13,3,5,13,103
89,36,4,18,6,2,18,84
73,707,44,603,95,58,29,1536
42,174,77,203,6,24,97,581
16,666,35,124,69,8,26,928
16,0,0,0,6,2,6,14
56,162,50,100,55,30,27,424
65,407,70,239,103,88,53,960
10,823,25,459,124,29,95,1555
13,488,23,71,15,0,59,656
78,28,0,13,4,2,8,55
51,3,2,10,3,0,2,20
27,284,0,52,8,3,20,367
30,938,142,754,159,81,183,2257
71,13,2,15,2,2,8,42
97,412,172,153,150,105,57,1049
83,31,1,8,0,0,8,48
3,502,19,132,0,6,26,685
71,18,10,3,3,5,0,39
3,1,8,6,4,8,16,43
15,100,71,243,108,94,219,835
52,407,114,445,181,165,203,1515
8,664,9,240,50,19,57,1039
89,1045,61,338,60,46,46,1596
66,1218,107,304,23,143,33,1828
22,15,0,6,0,1,12,34
56,128,0,16,0,1,4,149
74,581,49,157,43,8,108,946
48,6,3,12,6,1,0,28
67,185,8,133,56,56,12,450
24,22,1,9,0,0,14,46
67,584,100,835,65,83,35,1702
38,355,30,177,90,138,30,820
86,175,10,110,54,6,27,382
90,864,134,768,150,38,172,2126
87,957,153,612,99,95,153,2069
62,25,6,16,20,0,5,72
23,641,7,56,0,0,28,732
99,273,86,208,177,14,43,801
29,122,21,43,25,10,15,236
52,1,4,10,29,0,36,80
90,1020,31,430,62,63,79,1685
9,6,2,3,1,262,3,277
71,378,14,68,19,14,14,507
13,42,1,18,3,0,4,68
16,15,5,14,0,4,11,49
94,272,7,80,20,7,11,397
77,9,1,24,2,1,2,39
20,279,0,18,0,0,9,306
51,398,61,265,138,61,53,976
81,637,47,237,12,19,76,1028
71,45,0,16,2,1,6,70
36,21,1,9,7,3,5,46
95,15,4,13,0,0,19,51
32,493,183,352,184,23,28,1263
32,957,40,175,158,53,107,1490
85,829,138,430,60,92,15,1564
93,1017,50,500,65,50,133,1815
24,953,0,71,0,0,174,1198
44,159,0,120,0,0,137,416
15,32,0,8,23,4,18,85
82,23,0,15,0,2,7,47
27,18,42,24,15,20,18,137
72,15,0,4,0,0,2,21
7,23,4,5,10,5,23,70
57,200,193,100,46,185,185,909
84,1324,27,119,71,108,27,1676
53,1193,33,281,129,66,33,1735
48,505,137,401,104,22,22,1191
2,2,4,9,0,4,5,24
65,1103,0,45,0,0,34,1182
45,353,61,753,40,46,27,1280
42,652,48,350,94,84,108,1336
29,379,6,157,25,91,91,749
83,46,4,36,2,2,1,91
93,162,31,127,8,17,69,414
40,8,3,19,3,3,8,44
47,17,3,18,3,4,18,63
50,340,108,185,130,38,100,901
40,8,4,15,3,5,3,38
3,154,22,202,39,30,8,455
62,710,15,30,20,0,0,775
25,8,2,4,0,0,1,15
48,2,2,4,13,13,4,38
56,1050,14,322,0,14,112,1512
68,19,1,14,3,2,4,43
64,22,0,6,6,2,6,42
67,274,83,216,151,141,224,1089
94,68,6,38,3,6,41,162
82,344,45,654,104,11,114,1272
3,145,193,459,205,26,145,1173
24,217,38,350,111,85,15,816
54,18,7,34,10,2,3,74
20,69,8,26,12,7,12,134
96,144,0,7,0,0,6,157
19,256,34,103,90,29,49,561
60,483,72,567,94,12,108,1336
2,1285,105,653,28,21,0,2092
13,338,4,89,11,8,13,463
37,605,10,345,84,54,32,1130
59,8,0,7,3,1,1,20
55,172,41,86,45,6,27,377
60,448,71,951,40,17,17,1544
48,67,4,32,17,2,16,138
38,512,53,98,81,179,89,1012
8,1462,16,128,0,0,160,1766
19,20,0,14,7,3,1,45
32,50,4,44,10,10,43,161
27,102,1,15,2,0,24,144
58,499,149,815,173,49,49,1734
59,381,35,172,56,86,93,823
29,631,43,239,128,76,21,1138
60,526,80,553,123,94,53,1429
41,913,26,376,17,26,13,1371
27,673,0,199,37,47,26,982
28,23,0,9,0,0,12,44
8,199,33,60,8,3,15,318
18,261,23,73,4,23,50,434
76,111,16,37,7,9,18,198
0,16,4,12,2,4,321,359
32,63,151,137,153,19,53,576
2,58,0,18,2,0,10,88
16,29,1,17,0,3,13,63
56,3,2,12,0,1,9,27
97,28,34,62,11,14,44,193
15,40,3,30,10,7,11,101
35,879,143,797,106,143,143,2211
3,62,1,44,6,5,22,140
49,280,7,81,20,0,27,415
4,9,0,6,3,1,3,22
45,182,4,33,0,2,42,263
37,83,2,101,64,26,117,393
39,38,15,54,3,8,29,147
38,228,19,130,4,11,51,443
8,1092,37,592,145,37,55,1958
89,85,15,27,13,13,21,174
47,1276,24,746,94,29,48,2217
75,1017,33,417,108,100,16,1691
86,6,2,9,2,1,5,25
4,448,21,125,52,101,62,809
73,504,23,117,179,28,44,895
46,226,22,133,41,31,31,484
38,239,3,141,0,7,23,413
73,90,38,67,33,36,67,331
66,7,2,8,3,2,3,25
36,4,2,5,2,0,0,13
29,16,17,19,20,21,22,115
29,10,3,3,0,0,0,16
6,68,0,16,0,0,8,92
97,35,0,13,2,0,2,52
61,575,80,428,208,93,80,1464
68,315,0,31,4,0,91,441
73,182,2,49,17,13,20,283
90,561,14,113,10,14,35,747
81,587,51,932,180,34,86,1870
1,94,1,33,13,12,12,165
79,908,43,735,40,194,21,1941
92,228,122,122,208,129,30,839
31,995,112,417,42,48,41,1655
46,11,1,2,2,1,6,23
14,3,3,14,15,21,10,66
89,12,1,16,4,1,3,37
31,17,0,2,0,0,2,21
75,8,0,5,0,3,6,22
42,22,4,17,12,10,13,78
53,14,10,29,4,7,15,79
53,106,27,68,52,7,5,265
23,820,57,242,45,0,11,1175
57,753,43,226,69,10,204,1305
49,13,3,17,7,3,3,46
6,9,1,3,0,4,8,25
29,19,3,6,4,2,12,46
5,520,8,223,32,49,42,874
98,5,17,17,13,14,34,100
80,618,44,215,0,17,36,930
4,315,35,322,46,7,143,868
70,15,1,23,0,5,1,45
32,384,60,364,119,101,232,1260
82,110,29,92,28,10,145,414
27,208,17,76,36,17,38,392
94,555,82,257,93,61,61,1109
23,240,90,216,63,6,24,639
97,11,0,36,15,5,12,79
25,848,154,323,201,61,78,1665
92,202,47,197,55,42,149,692
98,433,89,650,16,102,102,1392
19,6,6,15,10,5,2,44
80,37,0,7,3,0,3,50
80,167,37,64,49,34,116,467
79,45,7,99,4,25,43,223
50,129,0,21,0,1,7,158
60,713,0,264,120,80,34,1211
44,676,161,426,210,44,58,1575
0,450,26,535,73,98,26,1208
28,22,2,12,0,2,5,43
35,367,4,51,6,4,95,527
49,526,35,214,69,53,35,932
46,51,0,16,0,0,4,71
97,25,0,11,3,0,15,54
51,28,6,27,12,17,39,129
80,958,159,447,20,0,31,1615
10,532,88,168,69,44,133,1034
29,724,17,143,0,8,196,1088
52,375,42,48,94,66,96,721
74,39,0,56,20,8,14,137
82,23,0,15,0,2,7,47
54,587,54,348,71,54,130,1244
93,29,1,11,0,0,0,41
63,757,80,217,29,80,11,1174
92,544,35,133,23,151,107,993
40,40,15,15,17,6,7,100
70,1245,33,332,21,33,16,1680
96,19,1,20,16,14,28,98
81,16,3,15,2,1,11,48
63,376,4,94,12,9,24,519
85,184,178,178,103,39,33,715
51,15,0,11,0,2,9,37
23,124,83,267,85,59,35,653
95,627,120,414,121,80,93,1455
11,180,60,241,13,54,54,602
42,14,0,4,0,0,8,26
77,3,3,24,34,7,31,102
82,71,1,16,0,0,9,97
83,161,0,22,0,0,24,207
40,8,26,46,38,9,49,176
95,264,0,21,12,6,147,450
32,293,6,23,13,6,92,433
48,758,12,385,33,89,89,1366
75,532,126,490,164,126,126,1564
24,656,38,161,62,47,37,1001
61,196,25,607,67,17,49,961
6,835,73,380,114,73,43,1518
16,16,11,15,2,0,12,56
39,9,1,5,2,1,4,22
2,229,7,140,10,3,11,400
49,0,1,4,15,1,5,26
31,121,24,124,24,15,42,350
58,471,102,125,212,61,245,1216
5,520,8,223,32,49,42,874
90,26,1,10,2,0,1,40
47,240,132,445,250,192,108,1367
25,178,4,26,8,4,44,264
60,1486,55,278,49,0,185,2053
67,1115,12,128,33,12,76,1376
40,29,0,8,2,0,6,45
63,529,0,356,63,28,0,976
1,13,3,8,7,4,16,51
89,934,24,230,16,24,36,1264
40,2,7,11,16,12,27,75
5,4,12,5,3,16,17,57
3,62,1,44,6,5,22,140
1,158,35,179,0,0,125,497
24,173,2,39,3,2,47,266
89,830,59,968,51,79,19,2006
48,189,10,253,56,43,64,615
31,728,17,133,11,8,124,1021
68,7,2,9,2,0,2,22
46,35,4,17,7,6,64,133
92,188,3,180,20,3,43,437
80,742,28,152,25,9,57,1013
16,0,7,5,26,2,17,57
50,750,71,174,13,10,20,1038
93,816,42,450,55,56,154,1573
51,5,2,8,2,2,9,28
24,37,5,56,12,8,5,123
79,4,0,4,0,0,5,13
26,99,2,11,4,0,16,132
86,176,72,98,136,21,229,732
68,54,0,10,0,0,2,66
98,997,15,414,99,30,76,1631
34,356,0,107,19,9,117,608
60,1311,0,359,46,89,17,1822
3,890,63,292,0,25,12,1282
65,4,0,2,0,0,2,8
83,17,0,14,7,3,2,43
64,960,0,883,50,38,0,1931
85,2,1,2,1,1,1,8
69,1,3,2,20,30,47,103
48,240,67,500,199,0,163,1169
21,301,11,61,4,7,11,395
30,154,0,50,6,11,37,258
39,2,3,6,4,1,9,25
76,104,12,48,4,12,5,185
11,70,3,37,4,2,64,180
26,2,0,9,3,6,2,22
34,23,2,11,3,1,4,44
72,43,4,12,8,0,27,94
13,4,24,11,16,1,25,81
58,654,7,92,0,15,30,798
12,912,72,170,47,36,97,1334
23,25,0,8,0,1,4,38
33,24,4,22,0,2,9,61
30,141,11,114,15,14,5,300
15,71,0,13,3,1,0,88
25,35,1,16,0,1,1,54
4,496,32,849,229,48,128,1782
80,9,9,11,13,10,16,68
30,154,0,50,6,11,37,258
6,9,1,5,4,5,7,31
16,26,3,23,4,7,3,66
57,77,8,44,10,10,25,174
9,11,2,7,4,2,2,28
59,576,7,115,19,7,7,731
78,89,15,89,34,42,5,274
90,1013,30,399,60,46,153,1701
74,224,12,48,4,12,12,312
10,200,19,111,50,15,19,414
63,570,73,614,133,102,73,1565
13,1,3,3,8,1,13,29
98,62,1,20,4,0,7,94
4,531,69,300,150,138,150,1338
94,162,28,818,0,28,56,1092
91,675,144,133,94,192,241,1479
66,23,4,10,0,2,15,54
14,492,5,32,13,5,21,568
77,918,10,129,13,0,129,1199
41,224,155,155,192,93,54,873
21,572,19,286,50,38,248,1213
25,626,0,70,0,7,28,731
2,1074,37,518,193,92,129,2043
51,741,68,689,224,68,103,1893
3,322,3,50,4,3,42,424
32,254,10,44,30,10,227,575
84,116,6,82,6,6,41,257
49,22,2,18,0,2,12,56
69,516,0,21,0,0,5,542
96,14,36,11,3,26,35,125
23,2,8,10,12,14,23,69
18,28,0,9,3,0,0,40
8,530,142,217,62,9,56,1016
21,519,50,167,130,0,41,907
60,611,76,749,59,45,26,1566
48,240,67,500,199,0,163,1169
36,4,9,12,11,2,8,46
36,671,47,655,145,111,15,1644
63,23,1,7,0,4,24,59
2,9,1,2,3,2,0,17
38,556,54,845,202,133,63,1853
61,833,80,363,52,26,174,1528
52,12,0,13,4,2,4,35
25,56,7,48,10,2,18,141
63,293,8,124,11,4,106,546
10,297,0,38,13,0,152,500
65,39,1,16,2,0,3,61
71,5,11,16,21,8,45,106
0,266,21,300,65,8,44,704
3,322,3,50,4,3,42,424
88,366,124,156,71,78,54,849
15,32,0,8,23,4,18,85
80,158,0,23,0,0,18,199
17,269,129,495,182,43,29,1147
76,41,0,10,0,0,3,54
52,3,3,3,15,4,15,43
28,33,0,5,0,0,15,53
31,302,29,131,32,0,27,521
42,519,71,860,93,27,53,1623
24,23,2,17,2,1,0,45
42,594,51,631,72,55,32,1435
12,12,4,7,1,3,5,32
88,4,2,5,0,0,5,16
67,18,3,19,3,3,6,52
54,332,194,377,149,125,57,1234
40,5,1,8,0,0,1,15
73,171,3,129,26,24,62,415
81,270,31,88,11,48,22,470
12,712,26,538,69,13,80,1438
7,2,8,11,3,8,21,53
33,21,12,12,0,3,3,51
24,580,6,58,8,0,27,679
55,368,24,68,38,0,88,586
87,457,5,106,15,17,53,653
39,229,7,137,4,0,91,468
53,32,2,1607,12,4,22,1679
9,3,2,8,20,0,17,50
82,24,3,26,7,1,23,84
71,853,10,143,13,10,20,1049
50,5,1,6,3,4,3,22
23,9,14,18,8,1,12,62
81,3,3,7,6,2,9,30
46,709,43,182,42,118,247,1341
56,406,0,30,0,0,8,444
91,908,48,217,32,12,24,1241
8,428,30,214,80,30,61,843
40,84,3,61,2,1,21,172
